loan_amnt,term,int_rate,sub_grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,bc_open_to_buy,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_tl,num_il_tl,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,issue_year,issue_month,credit_history_length,loan_income_ratio,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_IA,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,initial_list_status_w
16000.0,36,12.99,11.0,10.0,97000.0,1,8.73,0.0,695.0,0.0,34.05835892935498,25.0,0.0,12215.0,29.1,46.0,0.0,0.0,188.0,189585.0,5.0,15.0,7.0,9.0,3.0,66482.0,96.0,0.0,1.0,5744.0,71.0,42000.0,1.0,8.0,1.0,18877.0,0.0,0.0,126.0,308.0,17.0,3.0,6.0,17.0,12.0,0.0,2.0,7.0,22.0,0.0,0.0,0.0,100.0,0.0,0.0,2016,4,25.66735112936345,0.16494845360824742,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,36,19.99,18.0,5.0,80000.0,1,4.79,0.0,680.0,0.0,34.05835892935498,3.0,1.0,37.0,2.6,6.0,0.0,0.0,0.0,17618.0,1.0,1.0,1.0,2.0,5.0,17581.0,95.0,0.0,0.0,25.0,88.0,1400.0,1.0,1.0,1.0,1075.0,0.0,0.0,17.0,148.0,34.0,5.0,0.0,34.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,100.0,0.0,1.0,2016,8,12.334017796030116,0.15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000.0,60,13.99,13.0,4.0,55000.0,0,21.56,0.0,695.0,2.0,53.0,16.0,0.0,17609.0,38.5,25.0,0.0,0.0,0.0,157914.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,45700.0,1.034591779802864,1.5465873163474055,2.191556630091129,19076.0,0.0,0.0,66.0,93.0,3.0,3.0,1.0,3.0,4.0,0.0,5.0,8.0,14.0,0.0,0.0,0.0,95.8,0.0,0.0,2015,2,7.756331279945243,0.21818181818181817,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8000.0,36,12.69,11.0,6.0,40500.0,1,12.68,0.0,700.0,2.0,34.05835892935498,7.0,0.0,8612.0,49.5,9.0,0.0,0.0,0.0,16510.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,17400.0,1.034591779802864,1.5465873163474055,2.191556630091129,8788.0,0.0,0.0,90.0,102.0,23.0,4.0,0.0,23.0,4.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,2015,6,8.580424366872005,0.19753086419753085,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000.0,60,22.47,24.0,1.0,135000.0,1,14.93,0.0,685.0,0.0,37.0,14.0,0.0,12148.0,94.9,49.0,0.0,0.0,0.0,294333.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,12800.0,1.034591779802864,1.5465873163474055,2.191556630091129,477.0,0.0,0.0,248.0,142.0,18.0,11.0,3.0,55.0,7.0,1.0,6.0,8.0,32.0,0.0,0.0,0.0,94.0,0.0,0.0,2013,6,20.413415468856947,0.25925925925925924,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12375.0,60,24.5,27.0,10.0,45000.0,0,15.87,0.0,670.0,0.0,28.0,13.0,1.0,10067.0,67.6,23.0,1.0,0.0,0.0,23578.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,14900.0,1.034591779802864,1.5465873163474055,2.191556630091129,2144.0,0.0,0.0,79.0,147.0,5.0,5.0,0.0,17.0,8.0,1.0,5.0,10.0,4.0,0.0,0.0,0.0,95.5,1.0,0.0,2013,10,12.251882272416154,0.275,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,36,11.14,6.0,2.0,88000.0,1,17.37,0.0,680.0,1.0,46.0,9.0,0.0,17343.0,91.3,19.0,0.0,0.0,0.0,240085.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,19000.0,1.034591779802864,1.5465873163474055,2.191556630091129,1057.0,0.0,0.0,82.0,98.0,3.0,3.0,5.0,3.0,0.0,2.0,4.0,8.0,3.0,0.0,0.0,0.0,84.0,0.0,0.0,2013,1,8.084873374401095,0.06818181818181818,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000.0,36,16.02,14.0,10.0,88000.0,1,28.6,0.0,700.0,0.0,54.0,20.0,0.0,5333.0,25.8,38.0,0.0,0.0,0.0,194630.0,3.0,10.0,4.0,5.0,6.0,124964.0,133.0,5.0,7.0,1574.0,114.0,20700.0,4.0,3.0,8.0,9988.0,0.0,0.0,150.0,142.0,2.0,2.0,2.0,2.0,0.0,5.0,4.0,6.0,24.0,0.0,0.0,0.0,89.2,0.0,0.0,2017,7,12.49555099247091,0.09090909090909091,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18000.0,60,13.98,12.0,10.0,60000.0,0,20.52,0.0,735.0,3.0,42.0,13.0,0.0,16018.0,52.2,46.0,0.0,0.0,0.0,319480.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,30700.0,1.034591779802864,1.5465873163474055,2.191556630091129,9182.0,0.0,0.0,140.0,217.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,11.0,15.0,0.0,0.0,0.0,97.8,0.0,0.0,2014,7,18.080766598220396,0.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4000.0,36,14.08,12.0,4.0,43200.0,1,15.17,3.0,685.0,1.0,18.0,10.0,0.0,2968.0,74.2,18.0,0.0,0.0,0.0,129798.0,0.0,4.0,0.0,1.0,17.0,15267.0,53.0,0.0,0.0,1981.0,55.0,4000.0,1.0,0.0,1.0,832.0,0.0,0.0,142.0,137.0,33.0,17.0,1.0,33.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,77.8,0.0,0.0,2017,8,11.832991101984941,0.09259259259259259,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,36,13.99,13.0,10.0,37000.0,1,13.95,0.0,670.0,0.0,31.0,14.0,1.0,7707.0,64.8,21.0,0.0,0.0,0.0,49320.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,11900.0,1.034591779802864,1.5465873163474055,2.191556630091129,324.0,0.0,0.0,166.0,141.0,6.0,2.0,0.0,24.0,2.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,95.2,1.0,0.0,2015,10,13.831622176591376,0.16216216216216217,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3925.0,36,12.79,10.0,10.0,50000.0,1,4.3,1.0,665.0,1.0,15.0,12.0,1.0,666.0,4.0,33.0,0.0,0.0,0.0,156352.0,2.0,1.0,1.0,1.0,9.0,1875.0,67.0,3.0,5.0,448.0,13.0,16500.0,0.0,0.0,2.0,10905.0,0.0,0.0,9.0,291.0,4.0,4.0,6.0,4.0,4.0,5.0,2.0,19.0,1.0,0.0,0.0,1.0,81.8,1.0,0.0,2016,7,24.249144421629023,0.0785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8000.0,36,15.99,14.0,10.0,50000.0,1,24.48,0.0,680.0,0.0,64.0,6.0,3.0,10788.0,81.1,14.0,0.0,0.0,81.0,38132.0,0.0,2.0,0.0,2.0,16.0,27344.0,79.0,0.0,1.0,4250.0,80.0,13300.0,2.0,0.0,0.0,1315.0,0.0,0.0,137.0,64.0,20.0,16.0,3.0,34.0,20.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,92.3,2.0,1.0,2016,10,12.0,0.16,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14500.0,36,13.33,12.0,2.0,65000.0,1,17.13,0.0,660.0,0.0,36.0,10.0,0.0,13493.0,87.1,22.0,0.0,0.0,0.0,248729.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,15500.0,1.034591779802864,1.5465873163474055,2.191556630091129,506.0,0.0,0.0,127.0,79.0,11.0,3.0,1.0,11.0,11.0,0.0,3.0,7.0,9.0,0.0,0.0,0.0,100.0,0.0,0.0,2015,8,10.663928815879535,0.2230769230769231,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000.0,36,12.29,10.0,10.0,80000.0,0,27.9,1.0,695.0,1.0,22.0,7.0,0.0,20709.0,82.2,18.0,0.0,0.0,0.0,268579.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,25200.0,1.034591779802864,1.5465873163474055,2.191556630091129,4491.0,0.0,0.0,141.0,250.0,7.0,7.0,3.0,7.0,5.0,0.0,4.0,5.0,8.0,0.0,0.0,0.0,88.9,0.0,0.0,2015,8,20.914442162902123,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21000.0,36,12.29,10.0,10.0,67000.0,1,17.38,0.0,695.0,2.0,34.05835892935498,8.0,0.0,14929.0,58.5,21.0,0.0,0.0,0.0,33043.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,25500.0,1.034591779802864,1.5465873163474055,2.191556630091129,661.0,0.0,0.0,155.0,166.0,2.0,2.0,0.0,120.0,2.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,100.0,0.0,0.0,2015,8,13.831622176591376,0.31343283582089554,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28000.0,36,5.32,0.0,10.0,95000.0,1,15.9,0.0,770.0,0.0,34.05835892935498,10.0,0.0,84415.0,52.3,27.0,0.0,0.0,0.0,316035.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,203700.0,1.034591779802864,1.5465873163474055,2.191556630091129,36533.0,0.0,0.0,123.0,453.0,36.0,13.0,6.0,36.0,13.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,2015,9,37.831622176591374,0.29473684210526313,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
